id,name,date,incomplete,total,percentage,length_total,length_incomplete,length_percentage
10122,Millanes,2020-11-01,18,18,0.00,3280.42,3280.42,0.00
10123,Mirabel,2020-11-01,9,103,0.91,9054.82,1047.74,0.88
10124,Mohedas de Granadilla,2020-11-01,37,40,0.08,4773.71,4305.73,0.10
10125,Monroy,2020-11-01,8,100,0.92,9976.66,426.88,0.96
10126,Montánchez,2020-11-01,71,91,0.22,14321.29,10840.98,0.24
10127,Montehermoso,2020-11-01,196,216,0.09,33924.33,28752.21,0.15
10128,Moraleja,2020-11-01,92,372,0.75,42257.20,8919.36,0.79
10129,Morcillo,2020-11-01,43,43,0.00,4342.56,4342.56,0.00
10130,Navaconcejo,2020-11-01,50,50,0.00,6914.32,6914.32,0.00
10131,Navalmoral de la Mata,2020-11-01,115,489,0.76,59989.74,10843.71,0.82
10132,Navalvillar de Ibor,2020-11-01,5,39,0.87,4003.71,544.02,0.86
10133,Navas del Madroño,2020-11-01,48,64,0.25,9775.58,6545.72,0.33
10134,Navezuelas,2020-11-01,29,29,0.00,4651.90,4651.90,0.00
10135,Nuñomoral,2020-11-01,78,93,0.16,10025.91,8386.50,0.16
10136,Oliva de Plasencia,2020-11-01,41,47,0.13,5260.03,4836.71,0.08
10137,Palomero,2020-11-01,10,10,0.00,1258.03,1258.03,0.00
10138,Pasarón de la Vera,2020-11-01,62,78,0.21,7961.85,6572.34,0.17
10139,Pedroso de Acim,2020-11-01,17,18,0.06,1612.90,1320.31,0.18
10140,Peraleda de la Mata,2020-11-01,39,150,0.74,12953.52,1912.54,0.85
10141,Peraleda de San Román,2020-11-01,100,102,0.02,7422.43,7241.24,0.02
10142,Perales del Puerto,2020-11-01,22,47,0.53,5874.35,2553.05,0.57
10143,Pescueza,2020-11-01,23,24,0.04,2983.35,2857.17,0.04
10144,La Pesga,2020-11-01,26,28,0.07,4390.57,4116.33,0.06
10145,Piedras Albas,2020-11-01,9,16,0.44,3271.81,1498.16,0.54
10146,Pinofranqueado,2020-11-01,92,165,0.44,16037.40,7542.02,0.53
10147,Piornal,2020-11-01,65,177,0.63,13166.38,4900.95,0.63
10148,Plasencia,2020-11-01,271,1183,0.77,131933.53,14892.75,0.89
10149,Plasenzuela,2020-11-01,26,28,0.07,2499.42,2385.09,0.05
10150,Portaje,2020-11-01,43,43,0.00,5284.32,5284.32,0.00
10151,Portezuelo,2020-11-01,22,45,0.51,4548.33,2377.08,0.48
10152,Pozuelo de Zarzón,2020-11-01,46,50,0.08,7057.07,5899.83,0.16
10153,Puerto de Santa Cruz,2020-11-01,17,17,0.00,2298.82,2298.82,0.00
10154,Rebollar,2020-11-01,0,3,1.00,174.64,0.00,1.00
10155,Riolobos,2020-11-01,49,57,0.14,10012.32,8557.49,0.15
10156,Robledillo de Gata,2020-11-01,6,12,0.50,1075.84,590.02,0.45
10157,Robledillo de la Vera,2020-11-01,6,38,0.84,3072.45,242.26,0.92
10158,Robledillo de Trujillo,2020-11-01,45,45,0.00,5122.10,5122.10,0.00
10159,Robledollano,2020-11-01,20,31,0.35,3021.33,1523.01,0.50
10160,Romangordo,2020-11-01,9,45,0.80,3964.76,687.70,0.83
10161,Ruanes,2020-11-01,13,13,0.00,2550.90,2550.90,0.00
10162,Salorino,2020-11-01,34,91,0.63,9264.77,2677.73,0.71
10163,Salvatierra de Santiago,2020-11-01,13,13,0.00,2987.53,2987.53,0.00
10164,San Martín de Trevejo,2020-11-01,21,58,0.64,6394.05,2038.12,0.68
10165,Santa Ana,2020-11-01,28,28,0.00,3393.23,3393.23,0.00
10166,Santa Cruz de la Sierra,2020-11-01,29,29,0.00,4086.06,4086.06,0.00
10167,Santa Cruz de Paniagua,2020-11-01,14,47,0.70,5119.91,1309.11,0.74
10168,Santa Marta de Magasca,2020-11-01,41,44,0.07,4671.55,4093.22,0.12
10169,Santiago de Alcántara,2020-11-01,20,58,0.66,7737.88,2707.03,0.65
10170,Santiago del Campo,2020-11-01,20,60,0.67,5382.55,1558.61,0.71
10171,Santibáñez el Alto,2020-11-01,24,54,0.56,4416.17,1304.87,0.70
10172,Santibáñez el Bajo,2020-11-01,10,75,0.87,6691.27,1044.20,0.84
10173,Saucedilla,2020-11-01,25,68,0.63,8099.28,1568.89,0.81
10174,Segura de Toro,2020-11-01,7,7,0.00,1234.23,1234.23,0.00
10175,Serradilla,2020-11-01,65,114,0.43,15282.87,7506.33,0.51
10176,Serrejón,2020-11-01,16,51,0.69,5190.78,1448.45,0.72
10177,Sierra de Fuentes,2020-11-01,27,149,0.82,18088.71,1523.33,0.92
10178,Talaván,2020-11-01,54,125,0.57,11183.76,4814.04,0.57
10179,Talaveruela de la Vera,2020-11-01,32,32,0.00,3842.26,3842.26,0.00
10180,Talayuela,2020-11-01,101,382,0.74,51579.22,14868.61,0.71
10181,Tejeda de Tiétar,2020-11-01,61,61,0.00,6746.14,6746.14,0.00
